,revenu,answer,count,total,value
0,Je préfère ne pas répondre,Non pas du tout,378,8940,0.0422818791946
1,Je préfère ne pas répondre,Non pas vraiment,1964,8940,0.219686800895
2,Je préfère ne pas répondre,Oui plutôt,4511,8940,0.504586129754
3,Je préfère ne pas répondre,Oui tout à fait,2087,8940,0.233445190157
4,Jusqu'à 9 700 euros,Non pas du tout,191,5274,0.0362153962837
5,Jusqu'à 9 700 euros,Non pas vraiment,1000,5274,0.189609404626
6,Jusqu'à 9 700 euros,Oui plutôt,2692,5274,0.510428517254
7,Jusqu'à 9 700 euros,Oui tout à fait,1391,5274,0.263746681835
8,au-delà de 152 108 euros,Non pas du tout,21,195,0.107692307692
9,au-delà de 152 108 euros,Non pas vraiment,44,195,0.225641025641
10,au-delà de 152 108 euros,Oui plutôt,75,195,0.384615384615
11,au-delà de 152 108 euros,Oui tout à fait,55,195,0.282051282051
12,de 26 791 à 71 826 euros,Non pas du tout,469,12378,0.0378898044918
13,de 26 791 à 71 826 euros,Non pas vraiment,2870,12378,0.231862982711
14,de 26 791 à 71 826 euros,Oui plutôt,6353,12378,0.513249313298
15,de 26 791 à 71 826 euros,Oui tout à fait,2686,12378,0.216997899499
16,de 71 826 à 152 108 euros,Non pas du tout,65,1413,0.0460014154282
17,de 71 826 à 152 108 euros,Non pas vraiment,358,1413,0.253361641897
18,de 71 826 à 152 108 euros,Oui plutôt,700,1413,0.495399858457
19,de 71 826 à 152 108 euros,Oui tout à fait,290,1413,0.205237084218
20,de 9 700 à 26 791 euros,Non pas du tout,472,14759,0.0319804864828
21,de 9 700 à 26 791 euros,Non pas vraiment,3049,14759,0.206585812047
22,de 9 700 à 26 791 euros,Oui plutôt,7867,14759,0.533030693136
23,de 9 700 à 26 791 euros,Oui tout à fait,3371,14759,0.228403008334
