,revenu,answer,count,total,value
0,Je préfère ne pas répondre,La défense des droits humains,1172,8940,0.131096196868
1,Je préfère ne pas répondre,La justice sociale,767,8940,0.0857941834452
2,Je préfère ne pas répondre,La liberté de la presse et d’expression,85,8940,0.00950782997763
3,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",348,8940,0.0389261744966
4,Je préfère ne pas répondre,La politique étrangère,50,8940,0.00559284116331
5,Je préfère ne pas répondre,La protection de l'environnement,1059,8940,0.118456375839
6,Je préfère ne pas répondre,La religion,39,8940,0.00436241610738
7,Je préfère ne pas répondre,La santé,144,8940,0.0161073825503
8,Je préfère ne pas répondre,"La sécurité, le terrorisme",555,8940,0.0620805369128
9,Je préfère ne pas répondre,La transparence en politique,430,8940,0.0480984340045
10,Je préfère ne pas répondre,Le handicap,132,8940,0.0147651006711
11,Je préfère ne pas répondre,Le logement,42,8940,0.00469798657718
12,Je préfère ne pas répondre,Le vivre ensemble,513,8940,0.0573825503356
13,Je préfère ne pas répondre,Les droits des animaux,805,8940,0.0900447427293
14,Je préfère ne pas répondre,Les droits des femmes,316,8940,0.0353467561521
15,Je préfère ne pas répondre,Les droits des personnes LGBT,124,8940,0.013870246085
16,Je préfère ne pas répondre,L’accueil des migrants,132,8940,0.0147651006711
17,Je préfère ne pas répondre,L’emploi,846,8940,0.0946308724832
18,Je préfère ne pas répondre,L’économie,525,8940,0.0587248322148
19,Je préfère ne pas répondre,L’éducation,856,8940,0.0957494407159
20,Jusqu'à 9 700 euros,La défense des droits humains,816,5274,0.154721274175
21,Jusqu'à 9 700 euros,La justice sociale,591,5274,0.112059158134
22,Jusqu'à 9 700 euros,La liberté de la presse et d’expression,59,5274,0.011186954873
23,Jusqu'à 9 700 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",159,5274,0.0301478953356
24,Jusqu'à 9 700 euros,La politique étrangère,24,5274,0.00455062571104
25,Jusqu'à 9 700 euros,La protection de l'environnement,765,5274,0.145051194539
26,Jusqu'à 9 700 euros,La religion,23,5274,0.00436101630641
27,Jusqu'à 9 700 euros,La santé,63,5274,0.0119453924915
28,Jusqu'à 9 700 euros,"La sécurité, le terrorisme",193,5274,0.0365946150929
29,Jusqu'à 9 700 euros,La transparence en politique,229,5274,0.0434205536595
30,Jusqu'à 9 700 euros,Le handicap,96,5274,0.0182025028441
31,Jusqu'à 9 700 euros,Le logement,35,5274,0.00663632916193
32,Jusqu'à 9 700 euros,Le vivre ensemble,388,5274,0.0735684489951
33,Jusqu'à 9 700 euros,Les droits des animaux,426,5274,0.0807736063709
34,Jusqu'à 9 700 euros,Les droits des femmes,155,5274,0.0293894577171
35,Jusqu'à 9 700 euros,Les droits des personnes LGBT,55,5274,0.0104285172545
36,Jusqu'à 9 700 euros,L’accueil des migrants,90,5274,0.0170648464164
37,Jusqu'à 9 700 euros,L’emploi,466,5274,0.0883579825559
38,Jusqu'à 9 700 euros,L’économie,208,5274,0.0394387561623
39,Jusqu'à 9 700 euros,L’éducation,433,5274,0.0821008722033
40,au-delà de 152 108 euros,La défense des droits humains,21,195,0.107692307692
41,au-delà de 152 108 euros,La justice sociale,18,195,0.0923076923077
42,au-delà de 152 108 euros,La liberté de la presse et d’expression,2,195,0.0102564102564
43,au-delà de 152 108 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",7,195,0.0358974358974
44,au-delà de 152 108 euros,La politique étrangère,1,195,0.00512820512821
45,au-delà de 152 108 euros,La protection de l'environnement,14,195,0.0717948717949
46,au-delà de 152 108 euros,La religion,1,195,0.00512820512821
47,au-delà de 152 108 euros,La santé,4,195,0.0205128205128
48,au-delà de 152 108 euros,"La sécurité, le terrorisme",6,195,0.0307692307692
49,au-delà de 152 108 euros,La transparence en politique,6,195,0.0307692307692
50,au-delà de 152 108 euros,Le handicap,3,195,0.0153846153846
51,au-delà de 152 108 euros,Le logement,2,195,0.0102564102564
52,au-delà de 152 108 euros,Le vivre ensemble,7,195,0.0358974358974
53,au-delà de 152 108 euros,Les droits des animaux,9,195,0.0461538461538
54,au-delà de 152 108 euros,Les droits des femmes,3,195,0.0153846153846
