,tendance,answer,count,total,value
0,Autre tendance,La défense des droits humains,83,6503,0.0127633399969
1,Autre tendance,La justice sociale,80,6503,0.0123020144549
2,Autre tendance,La liberté de la presse et d’expression,123,6503,0.0189143472244
3,Autre tendance,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",597,6503,0.0918037828694
4,Autre tendance,La politique étrangère,358,6503,0.0550515146855
5,Autre tendance,La protection de l'environnement,63,6503,0.00968783638321
6,Autre tendance,La religion,1220,6503,0.187605720437
7,Autre tendance,La santé,22,6503,0.00338305397509
8,Autre tendance,"La sécurité, le terrorisme",1083,6503,0.166538520683
9,Autre tendance,La transparence en politique,261,6503,0.040135322159
10,Autre tendance,Le handicap,26,6503,0.00399815469783
11,Autre tendance,Le logement,29,6503,0.00445948023989
12,Autre tendance,Le vivre ensemble,146,6503,0.0224511763801
13,Autre tendance,Les droits des animaux,195,6503,0.0299861602337
14,Autre tendance,Les droits des femmes,45,6503,0.00691988313086
15,Autre tendance,Les droits des personnes LGBT,318,6503,0.0489005074581
16,Autre tendance,L’accueil des migrants,1178,6503,0.181147162848
17,Autre tendance,L’emploi,108,6503,0.0166077195141
18,Autre tendance,L’économie,520,6503,0.0799630939566
19,Autre tendance,L’éducation,48,6503,0.00738120867292
20,Centre,La défense des droits humains,21,1886,0.0111346765642
21,Centre,La justice sociale,30,1886,0.0159066808059
22,Centre,La liberté de la presse et d’expression,65,1886,0.0344644750795
23,Centre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",145,1886,0.076882290562
24,Centre,La politique étrangère,95,1886,0.0503711558855
25,Centre,La protection de l'environnement,22,1886,0.0116648992577
26,Centre,La religion,350,1886,0.185577942736
27,Centre,La santé,9,1886,0.00477200424178
28,Centre,"La sécurité, le terrorisme",203,1886,0.107635206787
29,Centre,La transparence en politique,81,1886,0.042948038176
30,Centre,Le handicap,16,1886,0.0084835630965
31,Centre,Le logement,12,1886,0.00636267232238
32,Centre,Le vivre ensemble,67,1886,0.0355249204666
33,Centre,Les droits des animaux,130,1886,0.0689289501591
34,Centre,Les droits des femmes,19,1886,0.0100742311771
35,Centre,Les droits des personnes LGBT,130,1886,0.0689289501591
36,Centre,L’accueil des migrants,349,1886,0.185047720042
37,Centre,L’emploi,31,1886,0.0164369034995
38,Centre,L’économie,93,1886,0.0493107104984
39,Centre,L’éducation,18,1886,0.00954400848356
40,Centre-droite,La défense des droits humains,23,2433,0.00945334977394
41,Centre-droite,La justice sociale,38,2433,0.0156185778874
42,Centre-droite,La liberté de la presse et d’expression,100,2433,0.0411015207563
43,Centre-droite,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",234,2433,0.0961775585697
44,Centre-droite,La politique étrangère,77,2433,0.0316481709823
45,Centre-droite,La protection de l'environnement,41,2433,0.0168516235101
46,Centre-droite,La religion,389,2433,0.159884915742
47,Centre-droite,La santé,11,2433,0.00452116728319
48,Centre-droite,"La sécurité, le terrorisme",153,2433,0.0628853267571
49,Centre-droite,La transparence en politique,156,2433,0.0641183723798
50,Centre-droite,Le handicap,18,2433,0.00739827373613
51,Centre-droite,Le logement,23,2433,0.00945334977394
