,profession,answer,count,total,value
0,Agriculteurs exploitants,La défense des droits humains,24,308,0.0779220779221
1,Agriculteurs exploitants,La justice sociale,27,308,0.0876623376623
2,Agriculteurs exploitants,La liberté de la presse et d’expression,6,308,0.0194805194805
3,Agriculteurs exploitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",4,308,0.012987012987
4,Agriculteurs exploitants,La politique étrangère,5,308,0.0162337662338
5,Agriculteurs exploitants,La protection de l'environnement,66,308,0.214285714286
6,Agriculteurs exploitants,La santé,8,308,0.025974025974
7,Agriculteurs exploitants,"La sécurité, le terrorisme",4,308,0.012987012987
8,Agriculteurs exploitants,La transparence en politique,30,308,0.0974025974026
9,Agriculteurs exploitants,Le vivre ensemble,27,308,0.0876623376623
10,Agriculteurs exploitants,Les droits des animaux,17,308,0.0551948051948
11,Agriculteurs exploitants,Les droits des femmes,6,308,0.0194805194805
12,Agriculteurs exploitants,Les droits des personnes LGBT,1,308,0.00324675324675
13,Agriculteurs exploitants,L’accueil des migrants,3,308,0.00974025974026
14,Agriculteurs exploitants,L’emploi,18,308,0.0584415584416
15,Agriculteurs exploitants,L’économie,31,308,0.100649350649
16,Agriculteurs exploitants,L’éducation,31,308,0.100649350649
17,"Artisans, commerçants et chefs d’entreprise",La défense des droits humains,140,2670,0.0524344569288
18,"Artisans, commerçants et chefs d’entreprise",La justice sociale,222,2670,0.0831460674157
19,"Artisans, commerçants et chefs d’entreprise",La liberté de la presse et d’expression,47,2670,0.0176029962547
20,"Artisans, commerçants et chefs d’entreprise","La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",44,2670,0.0164794007491
21,"Artisans, commerçants et chefs d’entreprise",La politique étrangère,47,2670,0.0176029962547
22,"Artisans, commerçants et chefs d’entreprise",La protection de l'environnement,424,2670,0.158801498127
23,"Artisans, commerçants et chefs d’entreprise",La religion,10,2670,0.00374531835206
24,"Artisans, commerçants et chefs d’entreprise",La santé,47,2670,0.0176029962547
25,"Artisans, commerçants et chefs d’entreprise","La sécurité, le terrorisme",72,2670,0.0269662921348
26,"Artisans, commerçants et chefs d’entreprise",La transparence en politique,316,2670,0.118352059925
27,"Artisans, commerçants et chefs d’entreprise",Le handicap,30,2670,0.0112359550562
28,"Artisans, commerçants et chefs d’entreprise",Le logement,34,2670,0.012734082397
29,"Artisans, commerçants et chefs d’entreprise",Le vivre ensemble,208,2670,0.0779026217228
30,"Artisans, commerçants et chefs d’entreprise",Les droits des animaux,187,2670,0.0700374531835
31,"Artisans, commerçants et chefs d’entreprise",Les droits des femmes,45,2670,0.0168539325843
32,"Artisans, commerçants et chefs d’entreprise",Les droits des personnes LGBT,14,2670,0.00524344569288
33,"Artisans, commerçants et chefs d’entreprise",L’accueil des migrants,28,2670,0.0104868913858
34,"Artisans, commerçants et chefs d’entreprise",L’emploi,192,2670,0.0719101123596
35,"Artisans, commerçants et chefs d’entreprise",L’économie,228,2670,0.085393258427
36,"Artisans, commerçants et chefs d’entreprise",L’éducation,335,2670,0.125468164794
37,Autre,La défense des droits humains,606,8950,0.0677094972067
38,Autre,La justice sociale,1238,8950,0.138324022346
39,Autre,La liberté de la presse et d’expression,166,8950,0.0185474860335
40,Autre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",210,8950,0.0234636871508
41,Autre,La politique étrangère,137,8950,0.0153072625698
42,Autre,La protection de l'environnement,1023,8950,0.114301675978
43,Autre,La religion,39,8950,0.00435754189944
44,Autre,La santé,244,8950,0.0272625698324
45,Autre,"La sécurité, le terrorisme",320,8950,0.0357541899441
46,Autre,La transparence en politique,877,8950,0.0979888268156
47,Autre,Le handicap,242,8950,0.0270391061453
48,Autre,Le logement,157,8950,0.0175418994413
49,Autre,Le vivre ensemble,449,8950,0.0501675977654
50,Autre,Les droits des animaux,651,8950,0.0727374301676
51,Autre,Les droits des femmes,264,8950,0.0294972067039
52,Autre,Les droits des personnes LGBT,53,8950,0.0059217877095
53,Autre,L’accueil des migrants,110,8950,0.0122905027933
54,Autre,L’emploi,671,8950,0.0749720670391
55,Autre,L’économie,441,8950,0.0492737430168
56,Autre,L’éducation,1052,8950,0.117541899441
57,Cadres et professions intellectuelles supérieures,La défense des droits humains,504,10170,0.0495575221239
58,Cadres et professions intellectuelles supérieures,La justice sociale,1168,10170,0.114847590954
59,Cadres et professions intellectuelles supérieures,La liberté de la presse et d’expression,172,10170,0.0169124877089
60,Cadres et professions intellectuelles supérieures,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",221,10170,0.0217305801377
61,Cadres et professions intellectuelles supérieures,La politique étrangère,222,10170,0.0218289085546
62,Cadres et professions intellectuelles supérieures,La protection de l'environnement,1897,10170,0.186529006883
63,Cadres et professions intellectuelles supérieures,La religion,54,10170,0.00530973451327
64,Cadres et professions intellectuelles supérieures,La santé,238,10170,0.0234021632252
65,Cadres et professions intellectuelles supérieures,"La sécurité, le terrorisme",152,10170,0.0149459193707
66,Cadres et professions intellectuelles supérieures,La transparence en politique,954,10170,0.0938053097345
67,Cadres et professions intellectuelles supérieures,Le handicap,147,10170,0.0144542772861
68,Cadres et professions intellectuelles supérieures,Le logement,138,10170,0.0135693215339
