,profession,answer,count,total,value
0,Agriculteurs exploitants,La défense des droits humains,9,308,0.0292207792208
1,Agriculteurs exploitants,La justice sociale,2,308,0.00649350649351
2,Agriculteurs exploitants,La liberté de la presse et d’expression,8,308,0.025974025974
3,Agriculteurs exploitants,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",21,308,0.0681818181818
4,Agriculteurs exploitants,La politique étrangère,9,308,0.0292207792208
5,Agriculteurs exploitants,La protection de l'environnement,7,308,0.0227272727273
6,Agriculteurs exploitants,La religion,36,308,0.116883116883
7,Agriculteurs exploitants,"La sécurité, le terrorisme",67,308,0.217532467532
8,Agriculteurs exploitants,La transparence en politique,7,308,0.0227272727273
9,Agriculteurs exploitants,Le handicap,1,308,0.00324675324675
10,Agriculteurs exploitants,Le logement,1,308,0.00324675324675
11,Agriculteurs exploitants,Le vivre ensemble,1,308,0.00324675324675
12,Agriculteurs exploitants,Les droits des animaux,35,308,0.113636363636
13,Agriculteurs exploitants,Les droits des personnes LGBT,11,308,0.0357142857143
14,Agriculteurs exploitants,L’accueil des migrants,60,308,0.194805194805
15,Agriculteurs exploitants,L’emploi,6,308,0.0194805194805
16,Agriculteurs exploitants,L’économie,25,308,0.0811688311688
17,Agriculteurs exploitants,L’éducation,2,308,0.00649350649351
18,"Artisans, commerçants et chefs d’entreprise",La défense des droits humains,43,2670,0.0161048689139
19,"Artisans, commerçants et chefs d’entreprise",La justice sociale,35,2670,0.0131086142322
20,"Artisans, commerçants et chefs d’entreprise",La liberté de la presse et d’expression,77,2670,0.0288389513109
21,"Artisans, commerçants et chefs d’entreprise","La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",248,2670,0.0928838951311
22,"Artisans, commerçants et chefs d’entreprise",La politique étrangère,121,2670,0.0453183520599
23,"Artisans, commerçants et chefs d’entreprise",La protection de l'environnement,25,2670,0.00936329588015
24,"Artisans, commerçants et chefs d’entreprise",La religion,496,2670,0.185767790262
25,"Artisans, commerçants et chefs d’entreprise",La santé,15,2670,0.00561797752809
26,"Artisans, commerçants et chefs d’entreprise","La sécurité, le terrorisme",343,2670,0.128464419476
27,"Artisans, commerçants et chefs d’entreprise",La transparence en politique,120,2670,0.0449438202247
28,"Artisans, commerçants et chefs d’entreprise",Le handicap,14,2670,0.00524344569288
29,"Artisans, commerçants et chefs d’entreprise",Le logement,17,2670,0.0063670411985
30,"Artisans, commerçants et chefs d’entreprise",Le vivre ensemble,80,2670,0.0299625468165
31,"Artisans, commerçants et chefs d’entreprise",Les droits des animaux,101,2670,0.0378277153558
32,"Artisans, commerçants et chefs d’entreprise",Les droits des femmes,37,2670,0.0138576779026
