,age,answer,count,total,value
0,16- 20,La défense des droits humains,375,3031,0.123721544045
1,16- 20,La justice sociale,226,3031,0.0745628505444
2,16- 20,La liberté de la presse et d’expression,26,3031,0.00857802705378
3,16- 20,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",213,3031,0.0702738370175
4,16- 20,La politique étrangère,49,3031,0.0161662817552
5,16- 20,La protection de l'environnement,308,3031,0.101616628176
6,16- 20,La religion,26,3031,0.00857802705378
7,16- 20,La santé,26,3031,0.00857802705378
8,16- 20,"La sécurité, le terrorisme",163,3031,0.0537776311448
9,16- 20,La transparence en politique,132,3031,0.0435499835038
10,16- 20,Le handicap,11,3031,0.00362916529198
11,16- 20,Le logement,17,3031,0.0056087099967
12,16- 20,Le vivre ensemble,196,3031,0.0646651270208
13,16- 20,Les droits des animaux,123,3031,0.0405806664467
14,16- 20,Les droits des femmes,130,3031,0.0428901352689
15,16- 20,Les droits des personnes LGBT,70,3031,0.0230946882217
16,16- 20,L’accueil des migrants,137,3031,0.0451996040911
17,16- 20,L’emploi,234,3031,0.077202243484
18,16- 20,L’économie,310,3031,0.10227647641
19,16- 20,L’éducation,259,3031,0.0854503464203
20,21-25,La défense des droits humains,339,3102,0.109284332689
21,21-25,La justice sociale,324,3102,0.104448742747
22,21-25,La liberté de la presse et d’expression,18,3102,0.00580270793037
23,21-25,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",97,3102,0.0312701482914
24,21-25,La politique étrangère,38,3102,0.0122501611863
25,21-25,La protection de l'environnement,473,3102,0.152482269504
26,21-25,La religion,24,3102,0.00773694390716
27,21-25,La santé,30,3102,0.00967117988395
28,21-25,"La sécurité, le terrorisme",119,3102,0.038362346873
29,21-25,La transparence en politique,206,3102,0.0664087685364
30,21-25,Le handicap,11,3102,0.00354609929078
31,21-25,Le logement,9,3102,0.00290135396518
32,21-25,Le vivre ensemble,272,3102,0.0876853642811
33,21-25,Les droits des animaux,104,3102,0.033526756931
34,21-25,Les droits des femmes,68,3102,0.0219213410703
35,21-25,Les droits des personnes LGBT,36,3102,0.0116054158607
36,21-25,L’accueil des migrants,98,3102,0.0315925209542
37,21-25,L’emploi,265,3102,0.0854287556415
38,21-25,L’économie,275,3102,0.0886524822695
39,21-25,L’éducation,296,3102,0.0954223081883
40,26-30,La défense des droits humains,234,2730,0.0857142857143
41,26-30,La justice sociale,305,2730,0.111721611722
42,26-30,La liberté de la presse et d’expression,12,2730,0.0043956043956
43,26-30,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",87,2730,0.0318681318681
44,26-30,La politique étrangère,40,2730,0.014652014652
45,26-30,La protection de l'environnement,450,2730,0.164835164835
46,26-30,La religion,10,2730,0.003663003663
47,26-30,La santé,32,2730,0.0117216117216
48,26-30,"La sécurité, le terrorisme",77,2730,0.0282051282051
49,26-30,La transparence en politique,213,2730,0.078021978022
50,26-30,Le handicap,10,2730,0.003663003663
51,26-30,Le logement,11,2730,0.0040293040293
52,26-30,Le vivre ensemble,240,2730,0.0879120879121
53,26-30,Les droits des animaux,102,2730,0.0373626373626
54,26-30,Les droits des femmes,40,2730,0.014652014652
55,26-30,Les droits des personnes LGBT,10,2730,0.003663003663
56,26-30,L’accueil des migrants,75,2730,0.0274725274725
57,26-30,L’emploi,227,2730,0.0831501831502
58,26-30,L’économie,304,2730,0.111355311355
59,26-30,L’éducation,251,2730,0.0919413919414
60,31-35,La défense des droits humains,267,2999,0.0890296765589
61,31-35,La justice sociale,339,2999,0.113037679226
62,31-35,La liberté de la presse et d’expression,5,2999,0.00166722240747
63,31-35,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",53,2999,0.0176725575192
64,31-35,La politique étrangère,31,2999,0.0103367789263
65,31-35,La protection de l'environnement,489,2999,0.16305435145
66,31-35,La religion,19,2999,0.00633544514838
