,age,answer,count,total,value
0,16- 20,La défense des droits humains,23,3031,0.00758825470142
1,16- 20,La justice sociale,28,3031,0.00923787528868
2,16- 20,La liberté de la presse et d’expression,88,3031,0.0290333223359
3,16- 20,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",123,3031,0.0405806664467
4,16- 20,La politique étrangère,212,3031,0.0699439129
5,16- 20,La protection de l'environnement,41,3031,0.0135268888156
6,16- 20,La religion,754,3031,0.24876278456
7,16- 20,La santé,9,3031,0.00296931705708
8,16- 20,"La sécurité, le terrorisme",437,3031,0.144176839327
9,16- 20,La transparence en politique,183,3031,0.0603761134939
10,16- 20,Le handicap,21,3031,0.00692840646651
11,16- 20,Le logement,49,3031,0.0161662817552
12,16- 20,Le vivre ensemble,73,3031,0.0240844605741
13,16- 20,Les droits des animaux,123,3031,0.0405806664467
14,16- 20,Les droits des femmes,22,3031,0.00725833058397
15,16- 20,Les droits des personnes LGBT,97,3031,0.0320026393929
16,16- 20,L’accueil des migrants,370,3031,0.122071923458
17,16- 20,L’emploi,77,3031,0.0254041570439
18,16- 20,L’économie,253,3031,0.0834708017156
19,16- 20,L’éducation,48,3031,0.0158363576377
20,21-25,La défense des droits humains,14,3102,0.00451321727917
21,21-25,La justice sociale,31,3102,0.00999355254674
22,21-25,La liberté de la presse et d’expression,54,3102,0.0174081237911
23,21-25,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",133,3102,0.0428755641522
24,21-25,La politique étrangère,193,3102,0.0622179239201
25,21-25,La protection de l'environnement,30,3102,0.00967117988395
26,21-25,La religion,755,3102,0.243391360413
27,21-25,La santé,11,3102,0.00354609929078
28,21-25,"La sécurité, le terrorisme",749,3102,0.241457124436
29,21-25,La transparence en politique,127,3102,0.0409413281754
30,21-25,Le handicap,16,3102,0.00515796260477
31,21-25,Le logement,15,3102,0.00483558994197
32,21-25,Le vivre ensemble,49,3102,0.0157962604771
33,21-25,Les droits des animaux,69,3102,0.0222437137331
34,21-25,Les droits des femmes,15,3102,0.00483558994197
35,21-25,Les droits des personnes LGBT,84,3102,0.027079303675
36,21-25,L’accueil des migrants,454,3102,0.14635718891
37,21-25,L’emploi,80,3102,0.0257898130239
38,21-25,L’économie,205,3102,0.0660863958736
39,21-25,L’éducation,18,3102,0.00580270793037
40,26-30,La défense des droits humains,16,2730,0.00586080586081
41,26-30,La justice sociale,18,2730,0.00659340659341
42,26-30,La liberté de la presse et d’expression,38,2730,0.0139194139194
43,26-30,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",127,2730,0.0465201465201
44,26-30,La politique étrangère,119,2730,0.0435897435897
45,26-30,La protection de l'environnement,25,2730,0.00915750915751
46,26-30,La religion,660,2730,0.241758241758
47,26-30,La santé,6,2730,0.0021978021978
48,26-30,"La sécurité, le terrorisme",693,2730,0.253846153846
49,26-30,La transparence en politique,93,2730,0.0340659340659
50,26-30,Le handicap,11,2730,0.0040293040293
51,26-30,Le logement,24,2730,0.00879120879121
52,26-30,Le vivre ensemble,44,2730,0.0161172161172
