,tendance,answer,count,total,value
0,Autre tendance,Non pas du tout,335,6503,0.0515146855298
1,Autre tendance,Non pas vraiment,1255,6503,0.192987851761
2,Autre tendance,Oui plutôt,2284,6503,0.351222512686
3,Autre tendance,Oui tout à fait,2629,6503,0.404274950023
4,Centre,Non pas du tout,142,1886,0.0752916224814
5,Centre,Non pas vraiment,497,1886,0.263520678685
6,Centre,Oui plutôt,704,1886,0.373276776246
7,Centre,Oui tout à fait,543,1886,0.287910922587
8,Centre-droite,Non pas du tout,269,2433,0.110563090834
9,Centre-droite,Non pas vraiment,705,2433,0.289765721332
10,Centre-droite,Oui plutôt,872,2433,0.358405260995
11,Centre-droite,Oui tout à fait,587,2433,0.241265926839
12,Centre-gauche,Non pas du tout,256,2869,0.0892296967585
13,Centre-gauche,Non pas vraiment,869,2869,0.302892994075
14,Centre-gauche,Oui plutôt,1015,2869,0.353781805507
15,Centre-gauche,Oui tout à fait,729,2869,0.25409550366
16,Droite,Non pas du tout,370,3846,0.0962038481539
17,Droite,Non pas vraiment,998,3846,0.259490379615
18,Droite,Oui plutôt,1289,3846,0.335153406136
19,Droite,Oui tout à fait,1189,3846,0.309152366095
20,Extrême droite,Non pas du tout,95,1914,0.0496342737722
21,Extrême droite,Non pas vraiment,271,1914,0.141588296761
22,Extrême droite,Oui plutôt,631,1914,0.329676071055
23,Extrême droite,Oui tout à fait,917,1914,0.479101358412
24,Extrême gauche,Non pas du tout,158,3035,0.0520593080725
25,Extrême gauche,Non pas vraiment,650,3035,0.214168039539
26,Extrême gauche,Oui plutôt,1120,3035,0.36902800659
27,Extrême gauche,Oui tout à fait,1107,3035,0.364744645799
28,Gauche,Non pas du tout,587,8254,0.0711170341653
29,Gauche,Non pas vraiment,2233,8254,0.27053549794
30,Gauche,Oui plutôt,3199,8254,0.387569663194
31,Gauche,Oui tout à fait,2235,8254,0.270777804701
32,Je préfère ne pas répondre,Non pas du tout,358,6494,0.0551278102864
33,Je préfère ne pas répondre,Non pas vraiment,1304,6494,0.200800739144
34,Je préfère ne pas répondre,Oui plutôt,2392,6494,0.36834000616
35,Je préfère ne pas répondre,Oui tout à fait,2440,6494,0.37573144441
36,Écologiste,Non pas du tout,252,5725,0.0440174672489
37,Écologiste,Non pas vraiment,1232,5725,0.21519650655
38,Écologiste,Oui plutôt,2188,5725,0.382183406114
39,Écologiste,Oui tout à fait,2053,5725,0.358602620087
