,revenu,answer,count,total,value
0,Je préfère ne pas répondre,La défense des droits humains,891,8940,0.0996644295302
1,Je préfère ne pas répondre,La justice sociale,960,8940,0.107382550336
2,Je préfère ne pas répondre,La liberté de la presse et d’expression,63,8940,0.00704697986577
3,Je préfère ne pas répondre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",305,8940,0.0341163310962
4,Je préfère ne pas répondre,La politique étrangère,107,8940,0.0119686800895
5,Je préfère ne pas répondre,La protection de l'environnement,890,8940,0.0995525727069
6,Je préfère ne pas répondre,La religion,58,8940,0.00648769574944
7,Je préfère ne pas répondre,La santé,99,8940,0.0110738255034
8,Je préfère ne pas répondre,"La sécurité, le terrorisme",575,8940,0.0643176733781
9,Je préfère ne pas répondre,La transparence en politique,604,8940,0.0675615212528
10,Je préfère ne pas répondre,Le handicap,86,8940,0.00961968680089
11,Je préfère ne pas répondre,Le logement,56,8940,0.00626398210291
12,Je préfère ne pas répondre,Le vivre ensemble,492,8940,0.055033557047
13,Je préfère ne pas répondre,Les droits des animaux,470,8940,0.0525727069351
14,Je préfère ne pas répondre,Les droits des femmes,200,8940,0.0223713646532
15,Je préfère ne pas répondre,Les droits des personnes LGBT,106,8940,0.0118568232662
16,Je préfère ne pas répondre,L’accueil des migrants,265,8940,0.0296420581655
17,Je préfère ne pas répondre,L’emploi,1034,8940,0.115659955257
18,Je préfère ne pas répondre,L’économie,976,8940,0.109172259508
19,Je préfère ne pas répondre,L’éducation,703,8940,0.0786353467562
20,Jusqu'à 9 700 euros,La défense des droits humains,625,5274,0.118505877892
21,Jusqu'à 9 700 euros,La justice sociale,706,5274,0.133864239666
22,Jusqu'à 9 700 euros,La liberté de la presse et d’expression,38,5274,0.00720515737581
23,Jusqu'à 9 700 euros,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",136,5274,0.0257868790292
24,Jusqu'à 9 700 euros,La politique étrangère,58,5274,0.0109973454683
25,Jusqu'à 9 700 euros,La protection de l'environnement,667,5274,0.126469472886
26,Jusqu'à 9 700 euros,La religion,19,5274,0.0036025786879
27,Jusqu'à 9 700 euros,La santé,44,5274,0.00834281380356
28,Jusqu'à 9 700 euros,"La sécurité, le terrorisme",205,5274,0.0388699279484
