,profession,answer,count,total,value
0,Cadres et professions intellectuelles supérieures,HONNÊTE,1681,10064,0.16703100158982512
1,Cadres et professions intellectuelles supérieures,INTÈGRE,612,10064,0.060810810810810814
2,Cadres et professions intellectuelles supérieures,VISIONNAIRE,266,10064,0.026430842607313196
3,Cadres et professions intellectuelles supérieures,JUSTE,251,10064,0.024940381558028617
4,Cadres et professions intellectuelles supérieures,HUMANISTE,225,10064,0.02235691573926868
5,Cadres et professions intellectuelles supérieures,COURAGEUX,224,10064,0.022257551669316374
6,Cadres et professions intellectuelles supérieures,HONNÊTETÉ,208,10064,0.02066772655007949
7,Cadres et professions intellectuelles supérieures,SINCÈRE,200,10064,0.01987281399046105
8,Cadres et professions intellectuelles supérieures,PRAGMATIQUE,195,10064,0.019375993640699522
9,Cadres et professions intellectuelles supérieures,COMPÉTENT,191,10064,0.0189785373608903
10,Cadres et professions intellectuelles supérieures,HUMAIN,179,10064,0.01778616852146264
11,Cadres et professions intellectuelles supérieures,EFFICACE,178,10064,0.017686804451510333
12,Cadres et professions intellectuelles supérieures,RÉALISTE,154,10064,0.015302066772655007
13,Cadres et professions intellectuelles supérieures,ALTRUISTE,136,10064,0.013513513513513514
14,Cadres et professions intellectuelles supérieures,RESPONSABLE,131,10064,0.013016693163751987
15,Cadres et professions intellectuelles supérieures,À L'ÉCOUTE,116,10064,0.011526232114467409
16,Cadres et professions intellectuelles supérieures,INDÉPENDANT,92,10064,0.009141494435612083
17,Cadres et professions intellectuelles supérieures,INCORRUPTIBLE,75,10064,0.007452305246422894
18,Cadres et professions intellectuelles supérieures,INTÉGRITÉ,74,10064,0.007352941176470588
19,Cadres et professions intellectuelles supérieures,DÉSINTÉRESSÉ,73,10064,0.007253577106518283
20,Cadres et professions intellectuelles supérieures,RASSEMBLEUR,65,10064,0.006458664546899841
21,Cadres et professions intellectuelles supérieures,HUMBLE,62,10064,0.006160572337042925
22,Cadres et professions intellectuelles supérieures,FIABLE,61,10064,0.00606120826709062
23,Cadres et professions intellectuelles supérieures,INTELLIGENT,60,10064,0.005961844197138315
24,Cadres et professions intellectuelles supérieures,ENGAGÉ,56,10064,0.005564387917329093
25,Cadres et professions intellectuelles supérieures,INNOVANT,55,10064,0.005465023847376789
26,Cadres et professions intellectuelles supérieures,BIENVEILLANT,54,10064,0.005365659777424483
27,Cadres et professions intellectuelles supérieures,CITOYEN,53,10064,0.005266295707472178
28,Cadres et professions intellectuelles supérieures,LOYAL,47,10064,0.004670111287758347
29,Cadres et professions intellectuelles supérieures,OUVERT,46,10064,0.0045707472178060414
30,Cadres et professions intellectuelles supérieures,UNE FEMME,45,10064,0.004471383147853736
31,Cadres et professions intellectuelles supérieures,ÉCOLOGISTE,44,10064,0.0043720190779014305
32,Cadres et professions intellectuelles supérieures,CRÉDIBLE,44,10064,0.0043720190779014305
33,Cadres et professions intellectuelles supérieures,TRANSPARENT,43,10064,0.004272655007949126
34,Cadres et professions intellectuelles supérieures,EXEMPLAIRE,43,10064,0.004272655007949126
35,Cadres et professions intellectuelles supérieures,DÉMOCRATE,41,10064,0.004073926868044515
36,Cadres et professions intellectuelles supérieures,COURAGE,39,10064,0.0038751987281399045
37,Cadres et professions intellectuelles supérieures,COHÉRENT,38,10064,0.0037758346581875995
38,Cadres et professions intellectuelles supérieures,COMPÉTENCE,37,10064,0.003676470588235294
39,Cadres et professions intellectuelles supérieures,SAGE,37,10064,0.003676470588235294
40,Cadres et professions intellectuelles supérieures,DROIT,35,10064,0.0034777424483306836
41,Cadres et professions intellectuelles supérieures,PROBITÉ,35,10064,0.0034777424483306836
42,Cadres et professions intellectuelles supérieures,NOUVEAU,34,10064,0.0033783783783783786
43,Cadres et professions intellectuelles supérieures,PATRIOTE,34,10064,0.0033783783783783786
44,Cadres et professions intellectuelles supérieures,FRANC,33,10064,0.003279014308426073
45,Cadres et professions intellectuelles supérieures,ATTENTIF,33,10064,0.003279014308426073
46,Cadres et professions intellectuelles supérieures,ÉTHIQUE,33,10064,0.003279014308426073
47,Cadres et professions intellectuelles supérieures,NOVATEUR,33,10064,0.003279014308426073
48,Cadres et professions intellectuelles supérieures,VRAI,32,10064,0.003179650238473768
49,Cadres et professions intellectuelles supérieures,VOLONTAIRE,31,10064,0.0030802861685214626
50,Autre,HONNÊTE,1821,8738,0.2084000915541314
51,Autre,INTÈGRE,510,8738,0.058365758754863814
52,Autre,HONNÊTETÉ,403,8738,0.04612039368276494
53,Autre,HUMAIN,230,8738,0.026321812771801328
54,Autre,SINCÈRE,195,8738,0.022316319523918517
55,Autre,JUSTE,164,8738,0.018768596932936598
56,Autre,HUMANISTE,163,8738,0.018654154268711375
57,Autre,COMPÉTENT,146,8738,0.01670862897688258
58,Autre,À L'ÉCOUTE,136,8738,0.01556420233463035
59,Autre,COURAGEUX,135,8738,0.015449759670405128
60,Autre,EFFICACE,128,8738,0.014648661020828565
61,Autre,RÉALISTE,97,8738,0.011100938429846647
62,Autre,RESPONSABLE,93,8738,0.010643167772945755
63,Autre,VISIONNAIRE,93,8738,0.010643167772945755
64,Autre,LE PEN,82,8738,0.009384298466468299
65,Autre,PRAGMATIQUE,67,8738,0.007667658503089952
66,Autre,FRANC,66,8738,0.007553215838864729
67,Autre,INTÉGRITÉ,66,8738,0.007553215838864729
68,Autre,MÉLENCHON,59,8738,0.006752117189288167
69,Autre,PATRIOTE,58,8738,0.006637674525062943
70,Autre,INDÉPENDANT,58,8738,0.006637674525062943
71,Autre,INCORRUPTIBLE,57,8738,0.0065232318608377205
72,Autre,ALTRUISTE,56,8738,0.006408789196612497
73,Autre,LOYAL,50,8738,0.005722133211261158
74,Autre,DÉSINTÉRESSÉ,45,8738,0.005149919890135042
75,Autre,FIABLE,42,8738,0.004806591897459373
76,Autre,CITOYEN,39,8738,0.004463263904783703
77,Autre,INTELLIGENT,36,8738,0.004119935912108034
78,Autre,FRANCHISE,35,8738,0.00400549324788281
79,Autre,SINCÉRITÉ,32,8738,0.0036621652552071412
80,Autre,VRAI,31,8738,0.003547722590981918
81,Autre,IRRÉPROCHABLE,30,8738,0.003433279926756695
