,tendance,answer,count,total,value
0,Autre tendance,La défense des droits humains,648,6503,0.0996463170844
1,Autre tendance,La justice sociale,875,6503,0.1345532831
2,Autre tendance,La liberté de la presse et d’expression,70,6503,0.010764262648
3,Autre tendance,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",80,6503,0.0123020144549
4,Autre tendance,La politique étrangère,110,6503,0.0169152698754
5,Autre tendance,La protection de l'environnement,719,6503,0.110564354913
6,Autre tendance,La religion,41,6503,0.00630478240812
7,Autre tendance,La santé,75,6503,0.0115331385514
8,Autre tendance,"La sécurité, le terrorisme",229,6503,0.0352145163771
9,Autre tendance,La transparence en politique,706,6503,0.108565277564
10,Autre tendance,Le handicap,38,6503,0.00584345686606
11,Autre tendance,Le logement,34,6503,0.00522835614332
12,Autre tendance,Le vivre ensemble,440,6503,0.0676610795018
13,Autre tendance,Les droits des animaux,278,6503,0.0427495002307
14,Autre tendance,Les droits des femmes,93,6503,0.0143010918038
15,Autre tendance,Les droits des personnes LGBT,43,6503,0.00661233276949
16,Autre tendance,L’accueil des migrants,95,6503,0.0146086421652
17,Autre tendance,L’emploi,724,6503,0.111333230817
18,Autre tendance,L’économie,683,6503,0.105028448408
19,Autre tendance,L’éducation,522,6503,0.080270644318
20,Centre,La défense des droits humains,125,1886,0.0662778366914
21,Centre,La justice sociale,187,1886,0.0991516436903
22,Centre,La liberté de la presse et d’expression,9,1886,0.00477200424178
23,Centre,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",42,1886,0.0222693531283
24,Centre,La politique étrangère,23,1886,0.0121951219512
25,Centre,La protection de l'environnement,147,1886,0.0779427359491
26,Centre,La religion,3,1886,0.00159066808059
27,Centre,La santé,19,1886,0.0100742311771
28,Centre,"La sécurité, le terrorisme",52,1886,0.0275715800636
29,Centre,La transparence en politique,163,1886,0.0864262990456
30,Centre,Le handicap,8,1886,0.00424178154825
31,Centre,Le logement,10,1886,0.00530222693531
32,Centre,Le vivre ensemble,101,1886,0.0535524920467
33,Centre,Les droits des animaux,47,1886,0.024920466596
34,Centre,Les droits des femmes,34,1886,0.0180275715801
35,Centre,Les droits des personnes LGBT,7,1886,0.00371155885472
36,Centre,L’accueil des migrants,27,1886,0.0143160127253
37,Centre,L’emploi,326,1886,0.172852598091
38,Centre,L’économie,356,1886,0.188759278897
39,Centre,L’éducation,200,1886,0.106044538706
40,Centre-droite,La défense des droits humains,102,2433,0.0419235511714
41,Centre-droite,La justice sociale,155,2433,0.0637073571722
42,Centre-droite,La liberté de la presse et d’expression,5,2433,0.00205507603781
43,Centre-droite,"La lutte contre le racisme, l’islamophobie, l’antisémitisme, la xénophobie",22,2433,0.00904233456638
44,Centre-droite,La politique étrangère,32,2433,0.013152486642
45,Centre-droite,La protection de l'environnement,130,2433,0.0534319769831
46,Centre-droite,La religion,11,2433,0.00452116728319
47,Centre-droite,La santé,22,2433,0.00904233456638
48,Centre-droite,"La sécurité, le terrorisme",147,2433,0.0604192355117
49,Centre-droite,La transparence en politique,170,2433,0.0698725852857
50,Centre-droite,Le handicap,16,2433,0.006576243321
51,Centre-droite,Le logement,8,2433,0.0032881216605
52,Centre-droite,Le vivre ensemble,102,2433,0.0419235511714
53,Centre-droite,Les droits des animaux,52,2433,0.0213727907933
54,Centre-droite,Les droits des femmes,19,2433,0.00780928894369
55,Centre-droite,Les droits des personnes LGBT,14,2433,0.00575421290588
56,Centre-droite,L’accueil des migrants,37,2433,0.0152075626798
57,Centre-droite,L’emploi,428,2433,0.175914508837
